Temperature, Humidity, Pressure, Altitude
12.776953125, 57.146956844714715, 978.926877965004, 289.74762591755945
12.78203125, 57.13574044307778, 978.9378349226076, 289.76977926571897
12.761328125, 57.24471732697571, 978.9587317766121, 289.7175233902197
12.75625, 57.14558358282873, 978.9418956160101, 289.5030105194258
12.7408203125, 57.183585954219154, 978.9347671488999, 289.6906904320207
12.7251953125, 57.17213511135409, 978.9375794196402, 289.6625410732687
12.7201171875, 57.22112338266016, 978.9338158857316, 289.56211891628595
12.709765625, 57.23691621096399, 978.9217544583715, 289.59433140306896
12.6994140625, 57.21974393527628, 978.9381922793365, 289.58092548836663
12.683984375, 57.252935107746474, 978.9261300907607, 289.81357176596623
12.668359375, 57.06499039991414, 978.9355150180336, 289.8886809501902
12.6529296875, 57.32798838540225, 978.8950314096737, 289.8505380505943
12.6478515625, 57.30578677536184, 978.9575700180877, 289.4853234660635
12.6271484375, 57.31630808513391, 978.9306327477592, 289.9156690256729
12.616796875, 57.35955799036307, 978.9437816288549, 289.67711871501353
12.6064453125, 57.3586250123803, 978.9424219390077, 289.56863825114027
12.5859375, 57.379899327245546, 978.9237816926731, 289.7779419352675
12.5806640625, 57.35197062202574, 978.9216571350573, 289.88123376586236
12.565234375, 57.41168824046087, 978.9059029907964, 289.926867601849
12.549609375, 57.46613891236469, 978.9048567006777, 289.80091902870123
12.5341796875, 57.46543927695018, 978.9163601959015, 289.9217154635493
12.523828125, 57.47022211952977, 978.9169541777063, 290.08612275101126
12.5291015625, 57.51941363927585, 978.938316958956, 289.9066458584462
12.4876953125, 57.51321187076236, 978.9603525890317, 289.6963047395428
12.4826171875, 57.49556701275823, 978.9433512893859, 289.64901530973003
12.4568359375, 57.70946803488587, 979.0047200653602, 289.44142950075127
12.4515625, 57.55455833635418, 978.9357221282627, 289.5307012631761
12.4412109375, 57.565538940734164, 978.9351509255714, 289.12618433126835
12.405078125, 57.53691265827662, 978.9308890028196, 289.3386255445355
12.4103515625, 57.67893283195674, 978.9797759917681, 289.4073982583939
12.3896484375, 57.65697441752119, 978.9714758472787, 289.4671185681204
12.37421875, 57.68872778890254, 978.9835543871038, 289.30394546892313
12.3484375, 57.72095307993362, 978.9694292326342, 289.65062737264134
12.3328125, 57.52145633490687, 978.9496286378026, 289.54156114731626
12.327734375, 57.67609007873411, 978.9650739370376, 289.43742712460033
12.3173828125, 57.66965061455423, 978.9875807927069, 289.29751112060944
12.286328125, 57.70665025511403, 978.9421529394, 289.4895009212636
12.276171875, 57.81067871100117, 978.9631020070462, 289.06757292996406
12.260546875, 57.826192668646236, 978.9455993140375, 289.4177608240708
12.2451171875, 57.83072116269562, 978.9647280350404, 289.3622506275455
12.2296875, 57.764629180884654, 978.9505072855818, 289.24338795877316
12.2244140625, 57.90085675611394, 978.9780225513628, 288.97694407118456
12.2037109375, 57.84550742741186, 978.995503769729, 289.2427881712741
12.183203125, 57.93781761465105, 978.9664961762516, 289.53327885301263
12.1625, 58.030116215860474, 978.9544109934529, 289.2429943951284
12.1470703125, 57.99075533438446, 978.9588390230626, 289.2058347529926
12.1314453125, 58.039395129634876, 978.9693356881561, 289.36903562733
12.1109375, 58.08231594654859, 978.963407402497, 289.50061920258446
12.1005859375, 58.16385619761561, 978.9744017254453, 289.0963761211987
12.0798828125, 58.09158791122483, 978.9605794484777, 289.43337411720387
12.048828125, 58.13497784473887, 978.9332083562045, 289.3681449934045
12.038671875, 58.2052971799783, 978.9519987604083, 289.45679356702277
12.0283203125, 58.19335024182876, 978.9514947438079, 289.4899906782109
12.0076171875, 58.22003933784179, 978.9759399311098, 289.32911159127553
11.9869140625, 58.21930883753976, 979.0099165535914, 289.218224129083
11.9765625, 58.20760238792293, 978.9849028925549, 289.14604128462025
11.945703125, 58.30532525350317, 978.9761861347741, 289.37607454115346
11.930078125, 58.40875170702542, 978.9602050537079, 289.6569397279564
11.9146484375, 58.352454366725745, 978.9810391251755, 289.67613228618546
11.8837890625, 58.318323733318245, 978.9689424545638, 289.17446210653515
11.8837890625, 58.41151572918347, 978.9904903097942, 288.8977114652423
11.8578125, 58.49823815756854, 978.9536716379043, 289.5300157017611
11.84765625, 58.46459989001927, 979.0007655770206, 289.1127440123648
11.8166015625, 58.50720996354958, 978.9833246126739, 289.0793297501723
11.80625, 58.48478908330279, 978.9773733137787, 289.1029705738624
11.7908203125, 58.56575601862637, 979.0128731694534, 289.1916761590241
11.7751953125, 58.586931991550905, 978.9696816994106, 289.2812117158687
11.7494140625, 58.60262631487263, 978.9848683390346, 289.00539116798757
11.733984375, 58.634748745084565, 978.9892758163417, 289.140667373055
11.7390625, 58.6663757244378, 978.9899818792895, 289.3040541817655
11.6875, 58.533873181554775, 978.9778766985972, 288.94313842971917
11.666796875, 58.75278643289342, 978.9685350797686, 289.17764106839076
11.6513671875, 58.77318663084781, 978.9794041244548, 289.32426767820874
11.641015625, 58.728361038462204, 978.9648162792223, 289.50617266808706
11.6205078125, 58.82620212756358, 978.9888101514921, 289.270915744048
11.5998046875, 58.929270532924626, 978.9630515498493, 289.0233364630272
11.589453125, 58.97830669502292, 978.9963923514173, 289.0101473946465
11.56875, 58.87794205029371, 978.985994840087, 289.2387148369035
11.54296875, 58.92672496198689, 978.9919317865741, 289.43114204785877
11.5171875, 58.90330127469603, 978.9628868105682, 289.49267576614085
11.5068359375, 58.94660213806181, 978.9734239995724, 289.3996963364779
11.49140625, 59.0110416629653, 978.9690903751855, 289.4122815244332
11.465625, 58.956793990036374, 978.9941231147945, 289.4263280231473
11.45, 59.05878461710935, 978.9563445429383, 289.6047522357499
11.429296875, 59.11250853384466, 978.9498385873875, 289.3002447569608
11.419140625, 59.10105433952133, 978.9628576577909, 289.2163553938903
11.3880859375, 59.16545755556255, 978.9994225424218, 289.20772652623305
11.377734375, 59.22515812920562, 978.9853433114263, 289.1746517760132
11.35703125, 59.097969359919645, 979.0180444038001, 289.13795650971736
11.33125, 59.354463727653794, 978.9770804903503, 289.128453481186
11.3158203125, 59.34821465969877, 978.9732673384237, 289.2498870359055
11.2951171875, 59.330754792636625, 978.9949488393154, 289.03522384939845
11.2744140625, 59.592138161208275, 978.9992269030365, 288.90393515911785
11.258984375, 59.268485939445355, 978.9965158131926, 289.1771254450496
11.228125, 59.32789857372909, 978.9801464084653, 289.0449457072701
11.228125, 59.43082497912714, 979.0162261721707, 288.86792601026673
11.18671875, 59.445937194379454, 979.0203898309356, 289.1298259028066
11.181640625, 59.46678522625674, 978.984335954298, 289.16802321597106
11.1609375, 59.48240732819197, 979.005224567962, 289.06585041249383
11.1455078125, 59.519395625923146, 978.9810773100129, 289.0152455873547
11.1197265625, 59.54596438836469, 979.0081909822107, 289.0656543200967
11.1041015625, 59.555852219084976, 978.9825121639831, 289.030051171491
11.0990234375, 59.58735932646206, 978.9797879633994, 289.09546151268563
11.0576171875, 59.59751222706591, 978.9785898158631, 289.0542989813792
11.037109375, 59.66781604137204, 979.0403478915589, 288.97461572215747
11.0267578125, 59.688642744892505, 978.999909521885, 289.06348442200687
11.0009765625, 59.545653011387515, 978.9740005998952, 288.9147084967315
10.975, 59.72507125473086, 979.006241608947, 289.2187775079229
10.9544921875, 59.76748258623083, 979.0248184803518, 288.8585328800923
10.944140625, 59.79376661260848, 979.0335568902425, 288.63962911606166
10.918359375, 59.72709063957613, 979.0234917940063, 288.88854807533653
10.902734375, 59.819241996042585, 979.0022872165897, 289.1271559007896
10.8822265625, 59.900440278365565, 979.0212909908162, 289.02154858798673
